  6.81643E-04,  7.46758E-04,  8.16323E-04,  8.90604E-04,  9.69873E-04,  1.05441E-03,  1.14450E-03,  1.24042E-03,  1.34247E-03,  1.45093E-03,  1.56607E-03,  1.68816E-03,  1.81744E-03,  1.95413E-03,  2.09842E-03,  2.25045E-03,  2.41032E-03,  2.57808E-03,  2.75367E-03,  2.93697E-03,  3.12777E-03,  3.32571E-03,  3.53033E-03,  3.74102E-03,  3.95700E-03,  4.17732E-03,  4.40087E-03,  4.62632E-03,  4.85218E-03,  5.07675E-03,  5.29816E-03,  5.51439E-03,  5.72328E-03,  5.92259E-03,  6.11001E-03,  6.28327E-03,  6.44013E-03,  6.57852E-03,  6.69653E-03,  6.79254E-03,  6.86524E-03,  6.91369E-03,  6.93733E-03,  6.93603E-03,  6.91008E-03,  6.86019E-03,  6.78740E-03,  6.69312E-03,  6.57903E-03,  6.44701E-03,  6.29910E-03,  6.13742E-03,  5.96414E-03,  5.78138E-03,  5.59123E-03,  5.39562E-03,  5.19639E-03,  4.99521E-03,  4.79358E-03,  4.59284E-03,  4.39415E-03,  4.19851E-03,  4.00675E-03,  3.81958E-03,  3.63755E-03,  3.46110E-03,  3.29055E-03,  3.12615E-03,  2.96803E-03,  2.81628E-03,  2.67091E-03,  2.53188E-03,  2.39913E-03,  2.27253E-03,  2.15194E-03,  2.03719E-03,  1.92812E-03,  1.82451E-03,  1.72618E-03,  1.63290E-03,  1.54448E-03,  1.46070E-03,
  6.39199E-04,  7.04637E-04,  7.74746E-04,  8.49822E-04,  9.30171E-04,  1.01611E-03,  1.10796E-03,  1.20607E-03,  1.31075E-03,  1.42235E-03,  1.54121E-03,  1.66764E-03,  1.80195E-03,  1.94442E-03,  2.09533E-03,  2.25488E-03,  2.42324E-03,  2.60051E-03,  2.78674E-03,  2.98185E-03,  3.18567E-03,  3.39792E-03,  3.61815E-03,  3.84576E-03,  4.07997E-03,  4.31980E-03,  4.56404E-03,  4.81129E-03,  5.05987E-03,  5.30791E-03,  5.55330E-03,  5.79371E-03,  6.02667E-03,  6.24954E-03,  6.45963E-03,  6.65422E-03,  6.83065E-03,  6.98643E-03,  7.11927E-03,  7.22719E-03,  7.30861E-03,  7.36237E-03,  7.38783E-03,  7.38483E-03,  7.35374E-03,  7.29543E-03,  7.21121E-03,  7.10280E-03,  6.97223E-03,  6.82179E-03,  6.65393E-03,  6.47119E-03,  6.27611E-03,  6.07121E-03,  5.85886E-03,  5.64132E-03,  5.42066E-03,  5.19875E-03,  4.97724E-03,  4.75759E-03,  4.54105E-03,  4.32865E-03,  4.12128E-03,  3.91961E-03,  3.72420E-03,  3.53546E-03,  3.35366E-03,  3.17900E-03,  3.01158E-03,  2.85141E-03,  2.69844E-03,  2.55260E-03,  2.41374E-03,  2.28168E-03,  2.15625E-03,  2.03721E-03,  1.92435E-03,  1.81741E-03,  1.71617E-03,  1.62036E-03,  1.52975E-03,  1.44408E-03,
  5.92114E-04,  6.57631E-04,  7.28035E-04,  8.03653E-04,  8.84830E-04,  9.71923E-04,  1.06530E-03,  1.16535E-03,  1.27245E-03,  1.38700E-03,  1.50940E-03,  1.64004E-03,  1.77929E-03,  1.92753E-03,  2.08509E-03,  2.25228E-03,  2.42934E-03,  2.61648E-03,  2.81380E-03,  3.02133E-03,  3.23898E-03,  3.46652E-03,  3.70356E-03,  3.94953E-03,  4.20366E-03,  4.46494E-03,  4.73212E-03,  5.00367E-03,  5.27778E-03,  5.55235E-03,  5.82500E-03,  6.09308E-03,  6.35372E-03,  6.60383E-03,  6.84024E-03,  7.05971E-03,  7.25905E-03,  7.43523E-03,  7.58548E-03,  7.70738E-03,  7.79900E-03,  7.85894E-03,  7.88639E-03,  7.88119E-03,  7.84382E-03,  7.77536E-03,  7.67745E-03,  7.55220E-03,  7.40211E-03,  7.22996E-03,  7.03873E-03,  6.83145E-03,  6.61114E-03,  6.38075E-03,  6.14304E-03,  5.90060E-03,  5.65577E-03,  5.41062E-03,  5.16700E-03,  4.92646E-03,  4.69033E-03,  4.45968E-03,  4.23540E-03,  4.01817E-03,  3.80848E-03,  3.60670E-03,  3.41307E-03,  3.22769E-03,  3.05060E-03,  2.88175E-03,  2.72102E-03,  2.56824E-03,  2.42322E-03,  2.28572E-03,  2.15548E-03,  2.03222E-03,  1.91566E-03,  1.80552E-03,  1.70150E-03,  1.60330E-03,  1.51065E-03,  1.42326E-03,
  5.40107E-04,  6.05427E-04,  6.75840E-04,  7.51711E-04,  8.33421E-04,  9.21373E-04,  1.01598E-03,  1.11769E-03,  1.22693E-03,  1.34418E-03,  1.46990E-03,  1.60455E-03,  1.74860E-03,  1.90250E-03,  2.06670E-03,  2.24158E-03,  2.42751E-03,  2.62478E-03,  2.83363E-03,  3.05418E-03,  3.28644E-03,  3.53028E-03,  3.78538E-03,  4.05124E-03,  4.32713E-03,  4.61202E-03,  4.90463E-03,  5.20333E-03,  5.50615E-03,  5.81078E-03,  6.11453E-03,  6.41438E-03,  6.70699E-03,  6.98877E-03,  7.25592E-03,  7.50458E-03,  7.73090E-03,  7.93118E-03,  8.10202E-03,  8.24048E-03,  8.34414E-03,  8.41128E-03,  8.44092E-03,  8.43289E-03,  8.38778E-03,  8.30698E-03,  8.19254E-03,  8.04709E-03,  7.87372E-03,  7.67585E-03,  7.45709E-03,  7.22108E-03,  6.97143E-03,  6.71160E-03,  6.44482E-03,  6.17403E-03,  5.90189E-03,  5.63070E-03,  5.36246E-03,  5.09884E-03,  4.84123E-03,  4.59073E-03,  4.34819E-03,  4.11425E-03,  3.88937E-03,  3.67383E-03,  3.46779E-03,  3.27126E-03,  3.08419E-03,  2.90644E-03,  2.73781E-03,  2.57805E-03,  2.42687E-03,  2.28396E-03,  2.14900E-03,  2.02164E-03,  1.90154E-03,  1.78835E-03,  1.68172E-03,  1.58133E-03,  1.48683E-03,  1.39791E-03,
  4.82898E-04,  5.47707E-04,  6.17806E-04,  6.93597E-04,  7.75501E-04,  8.63965E-04,  9.59461E-04,  1.06248E-03,  1.17354E-03,  1.29316E-03,  1.42189E-03,  1.56028E-03,  1.70890E-03,  1.86830E-03,  2.03901E-03,  2.22157E-03,  2.41646E-03,  2.62409E-03,  2.84484E-03,  3.07897E-03,  3.32661E-03,  3.58776E-03,  3.86223E-03,  4.14960E-03,  4.44921E-03,  4.76008E-03,  5.08089E-03,  5.40995E-03,  5.74515E-03,  6.08392E-03,  6.42328E-03,  6.75975E-03,  7.08949E-03,  7.40825E-03,  7.71153E-03,  7.99468E-03,  8.25300E-03,  8.48196E-03,  8.67739E-03,  8.83559E-03,  8.95358E-03,  9.02920E-03,  9.06126E-03,  9.04954E-03,  8.99484E-03,  8.89891E-03,  8.76436E-03,  8.59450E-03,  8.39317E-03,  8.16460E-03,  7.91320E-03,  7.64339E-03,  7.35947E-03,  7.06552E-03,  6.76529E-03,  6.46216E-03,  6.15910E-03,  5.85867E-03,  5.56302E-03,  5.27392E-03,  4.99278E-03,  4.72070E-03,  4.45848E-03,  4.20670E-03,  3.96571E-03,  3.73569E-03,  3.51669E-03,  3.30862E-03,  3.11131E-03,  2.92451E-03,  2.74791E-03,  2.58116E-03,  2.42389E-03,  2.27569E-03,  2.13616E-03,  2.00487E-03,  1.88142E-03,  1.76539E-03,  1.65638E-03,  1.55401E-03,  1.45789E-03,  1.36767E-03,
  4.20204E-04,  4.84153E-04,  5.53575E-04,  6.28906E-04,  7.10613E-04,  7.99192E-04,  8.95167E-04,  9.99091E-04,  1.11155E-03,  1.23314E-03,  1.36451E-03,  1.50629E-03,  1.65916E-03,  1.82378E-03,  2.00083E-03,  2.19095E-03,  2.39478E-03,  2.61291E-03,  2.84586E-03,  3.09405E-03,  3.35781E-03,  3.63728E-03,  3.93245E-03,  4.24304E-03,  4.56849E-03,  4.90792E-03,  5.26003E-03,  5.62308E-03,  5.99483E-03,  6.37251E-03,  6.75275E-03,  7.13164E-03,  7.50469E-03,  7.86693E-03,  8.21295E-03,  8.53714E-03,  8.83374E-03,  9.09716E-03,  9.32218E-03,  9.50417E-03,  9.63938E-03,  9.72509E-03,  9.75980E-03,  9.74327E-03,  9.67656E-03,  9.56192E-03,  9.40268E-03,  9.20305E-03,  8.96788E-03,  8.70241E-03,  8.41207E-03,  8.10224E-03,  7.77808E-03,  7.44441E-03,  7.10558E-03,  6.76545E-03,  6.42735E-03,  6.09406E-03,  5.76789E-03,  5.45066E-03,  5.14378E-03,  4.84830E-03,  4.56493E-03,  4.29413E-03,  4.03613E-03,  3.79096E-03,  3.55851E-03,  3.33858E-03,  3.13083E-03,  2.93490E-03,  2.75034E-03,  2.57668E-03,  2.41345E-03,  2.26013E-03,  2.11624E-03,  1.98126E-03,  1.85471E-03,  1.73611E-03,  1.62499E-03,  1.52091E-03,  1.42345E-03,  1.33220E-03,
  3.51747E-04,  4.14448E-04,  4.82784E-04,  5.57231E-04,  6.38298E-04,  7.26531E-04,  8.22513E-04,  9.26863E-04,  1.04024E-03,  1.16332E-03,  1.29685E-03,  1.44157E-03,  1.59826E-03,  1.76773E-03,  1.95079E-03,  2.14826E-03,  2.36092E-03,  2.58957E-03,  2.83490E-03,  3.09758E-03,  3.37811E-03,  3.67689E-03,  3.99411E-03,  4.32968E-03,  4.68324E-03,  5.05404E-03,  5.44087E-03,  5.84202E-03,  6.25514E-03,  6.67725E-03,  7.10465E-03,  7.53288E-03,  7.95677E-03,  8.37043E-03,  8.76741E-03,  9.14083E-03,  9.48364E-03,  9.78885E-03,  1.00499E-02,  1.02608E-02,  1.04170E-02,  1.05148E-02,  1.05524E-02,  1.05296E-02,  1.04477E-02,  1.03096E-02,  1.01198E-02,  9.88353E-03,  9.60701E-03,  9.29683E-03,  8.95969E-03,  8.60219E-03,  8.23054E-03,  7.85041E-03,  7.46688E-03,  7.08431E-03,  6.70640E-03,  6.33616E-03,  5.97599E-03,  5.62774E-03,  5.29275E-03,  4.97196E-03,  4.66593E-03,  4.37495E-03,  4.09906E-03,  3.83812E-03,  3.59182E-03,  3.35978E-03,  3.14150E-03,  2.93643E-03,  2.74400E-03,  2.56361E-03,  2.39463E-03,  2.23646E-03,  2.08849E-03,  1.95013E-03,  1.82080E-03,  1.69995E-03,  1.58705E-03,  1.48160E-03,  1.38311E-03,  1.29113E-03,
  2.77256E-04,  3.38281E-04,  4.05079E-04,  4.78163E-04,  5.58089E-04,  6.45455E-04,  7.40902E-04,  8.45119E-04,  9.58838E-04,  1.08284E-03,  1.21795E-03,  1.36505E-03,  1.52503E-03,  1.69885E-03,  1.88748E-03,  2.09192E-03,  2.31316E-03,  2.55220E-03,  2.81000E-03,  3.08744E-03,  3.38534E-03,  3.70434E-03,  4.04492E-03,  4.40730E-03,  4.79137E-03,  5.19660E-03,  5.62196E-03,  6.06583E-03,  6.52585E-03,  6.99888E-03,  7.48087E-03,  7.96681E-03,  8.45071E-03,  8.92565E-03,  9.38387E-03,  9.81695E-03,  1.02161E-02,  1.05725E-02,  1.08779E-02,  1.11246E-02,  1.13065E-02,  1.14190E-02,  1.14599E-02,  1.14287E-02,  1.13273E-02,  1.11596E-02,  1.09314E-02,  1.06496E-02,  1.03221E-02,  9.95719E-03,  9.56337E-03,  9.14868E-03,  8.72062E-03,  8.28591E-03,  7.85040E-03,  7.41901E-03,  6.99581E-03,  6.58397E-03,  6.18595E-03,  5.80352E-03,  5.43789E-03,  5.08980E-03,  4.75959E-03,  4.44731E-03,  4.15273E-03,  3.87548E-03,  3.61502E-03,  3.37073E-03,  3.14192E-03,  2.92784E-03,  2.72775E-03,  2.54089E-03,  2.36649E-03,  2.20381E-03,  2.05214E-03,  1.91077E-03,  1.77905E-03,  1.65635E-03,  1.54205E-03,  1.43559E-03,  1.33645E-03,  1.24410E-03,
  1.96471E-04,  2.55349E-04,  3.20107E-04,  3.91299E-04,  4.69524E-04,  5.55433E-04,  6.49728E-04,  7.53169E-04,  8.66572E-04,  9.90812E-04,  1.12682E-03,  1.27560E-03,  1.43820E-03,  1.61572E-03,  1.80933E-03,  2.02022E-03,  2.24962E-03,  2.49878E-03,  2.76894E-03,  3.06130E-03,  3.37699E-03,  3.71704E-03,  4.08228E-03,  4.47331E-03,  4.89039E-03,  5.33335E-03,  5.80145E-03,  6.29328E-03,  6.80659E-03,  7.33814E-03,  7.88361E-03,  8.43740E-03,  8.99266E-03,  9.54121E-03,  1.00737E-02,  1.05798E-02,  1.10484E-02,  1.14684E-02,  1.18290E-02,  1.21204E-02,  1.23344E-02,  1.24652E-02,  1.25096E-02,  1.24671E-02,  1.23405E-02,  1.21350E-02,  1.18580E-02,  1.15188E-02,  1.11276E-02,  1.06952E-02,  1.02321E-02,  9.74830E-03,  9.25281E-03,  8.75361E-03,  8.25741E-03,  7.76972E-03,  7.29488E-03,  6.83620E-03,  6.39605E-03,  5.97602E-03,  5.57708E-03,  5.19965E-03,  4.84375E-03,  4.50909E-03,  4.19512E-03,  3.90114E-03,  3.62633E-03,  3.36980E-03,  3.13059E-03,  2.90776E-03,  2.70034E-03,  2.50738E-03,  2.32799E-03,  2.16125E-03,  2.00635E-03,  1.86245E-03,  1.72882E-03,  1.60471E-03,  1.48947E-03,  1.38245E-03,  1.28306E-03,  1.19075E-03,
  1.09144E-04,  1.65362E-04,  2.27533E-04,  2.96246E-04,  3.72147E-04,  4.55938E-04,  5.48385E-04,  6.50319E-04,  7.62642E-04,  8.86330E-04,  1.02243E-03,  1.17207E-03,  1.33646E-03,  1.51688E-03,  1.71469E-03,  1.93133E-03,  2.16828E-03,  2.42708E-03,  2.70930E-03,  3.01653E-03,  3.35030E-03,  3.71207E-03,  4.10316E-03,  4.52467E-03,  4.97737E-03,  5.46160E-03,  5.97708E-03,  6.52280E-03,  7.09676E-03,  7.69581E-03,  8.31542E-03,  8.94949E-03,  9.59019E-03,  1.02279E-02,  1.08514E-02,  1.14478E-02,  1.20033E-02,  1.25033E-02,  1.29338E-02,  1.32819E-02,  1.35367E-02,  1.36903E-02,  1.37385E-02,  1.36809E-02,  1.35210E-02,  1.32662E-02,  1.29264E-02,  1.25141E-02,  1.20426E-02,  1.15259E-02,  1.09772E-02,  1.04091E-02,  9.83247E-03,  9.25664E-03,  8.68928E-03,  8.13643E-03,  7.60264E-03,  7.09116E-03,  6.60415E-03,  6.14285E-03,  5.70779E-03,  5.29896E-03,  4.91592E-03,  4.55791E-03,  4.22397E-03,  3.91300E-03,  3.62382E-03,  3.35520E-03,  3.10590E-03,  2.87471E-03,  2.66043E-03,  2.46191E-03,  2.27806E-03,  2.10785E-03,  1.95027E-03,  1.80442E-03,  1.66942E-03,  1.54446E-03,  1.42879E-03,  1.32170E-03,  1.22255E-03,  1.13072E-03,
