 -8.62117E-03, -8.78531E-03, -8.94890E-03, -9.11142E-03, -9.27230E-03, -9.43088E-03, -9.58646E-03, -9.73828E-03, -9.88550E-03, -1.00272E-02, -1.01624E-02, -1.02901E-02, -1.04091E-02, -1.05183E-02, -1.06163E-02, -1.07019E-02, -1.07737E-02, -1.08302E-02, -1.08700E-02, -1.08916E-02, -1.08935E-02, -1.08743E-02, -1.08324E-02, -1.07665E-02, -1.06753E-02, -1.05576E-02, -1.04124E-02, -1.02388E-02, -1.00361E-02, -9.80386E-03, -9.54190E-03, -9.25024E-03, -8.92919E-03, -8.57936E-03, -8.20161E-03, -7.79709E-03, -7.36721E-03, -6.91363E-03, -6.43826E-03, -5.94322E-03, -5.43084E-03, -4.90366E-03, -4.36437E-03, -3.81583E-03, -3.26106E-03, -2.70320E-03, -2.14550E-03, -1.59135E-03, -1.04417E-03, -5.07454E-04,  1.53028E-05,  5.20654E-04,  1.00525E-03,  1.46593E-03,  1.89975E-03,  2.30409E-03,  2.67674E-03,  3.01592E-03,  3.32038E-03,  3.58940E-03,  3.82284E-03,  4.02108E-03,  4.18508E-03,  4.31622E-03,  4.41635E-03,  4.48761E-03,  4.53244E-03,  4.55340E-03,  4.55318E-03,  4.53446E-03,  4.49984E-03,  4.45184E-03,  4.39281E-03,  4.32491E-03,  4.25010E-03,  4.17012E-03,  4.08650E-03,  4.00056E-03,  3.91340E-03,  3.82596E-03,  3.73901E-03,  3.65314E-03,  3.56884E-03,  3.48648E-03,  3.40632E-03,  3.32853E-03,  3.25324E-03,  3.18051E-03,  3.11034E-03,  3.04272E-03,  2.97760E-03,  2.91490E-03,  2.85454E-03,  2.79644E-03,  2.74048E-03,  2.68656E-03,  2.63459E-03,
 -8.88157E-03, -9.05821E-03, -9.23474E-03, -9.41064E-03, -9.58530E-03, -9.75806E-03, -9.92819E-03, -1.00949E-02, -1.02572E-02, -1.04143E-02, -1.05650E-02, -1.07083E-02, -1.08429E-02, -1.09675E-02, -1.10807E-02, -1.11812E-02, -1.12672E-02, -1.13373E-02, -1.13899E-02, -1.14231E-02, -1.14354E-02, -1.14250E-02, -1.13902E-02, -1.13295E-02, -1.12413E-02, -1.11241E-02, -1.09769E-02, -1.07984E-02, -1.05879E-02, -1.03447E-02, -1.00686E-02, -9.75945E-03, -9.41763E-03, -9.04373E-03, -8.63867E-03, -8.20369E-03, -7.74035E-03, -7.25046E-03, -6.73614E-03, -6.19972E-03, -5.64379E-03, -5.07112E-03, -4.48471E-03, -3.88771E-03, -3.28345E-03, -2.67542E-03, -2.06726E-03, -1.46273E-03, -8.65708E-04, -2.80159E-04,  2.89926E-04,  8.40576E-04,  1.36791E-03,  1.86821E-03,  2.33803E-03,  2.77429E-03,  3.17436E-03,  3.53615E-03,  3.85819E-03,  4.13968E-03,  4.38049E-03,  4.58119E-03,  4.74298E-03,  4.86764E-03,  4.95745E-03,  5.01509E-03,  5.04353E-03,  5.04590E-03,  5.02542E-03,  4.98529E-03,  4.92858E-03,  4.85824E-03,  4.77696E-03,  4.68721E-03,  4.59118E-03,  4.49080E-03,  4.38773E-03,  4.28336E-03,  4.17888E-03,  4.07522E-03,  3.97314E-03,  3.87322E-03,  3.77591E-03,  3.68152E-03,  3.59025E-03,  3.50223E-03,  3.41751E-03,  3.33608E-03,  3.25790E-03,  3.18288E-03,  3.11093E-03,  3.04191E-03,  2.97570E-03,  2.91216E-03,  2.85115E-03,  2.79253E-03,  2.73617E-03,
 -9.14952E-03, -9.33949E-03, -9.52987E-03, -9.72011E-03, -9.90961E-03, -1.00977E-02, -1.02836E-02, -1.04664E-02, -1.06453E-02, -1.08192E-02, -1.09870E-02, -1.11475E-02, -1.12993E-02, -1.14412E-02, -1.15715E-02, -1.16886E-02, -1.17910E-02, -1.18767E-02, -1.19439E-02, -1.19907E-02, -1.20153E-02, -1.20156E-02, -1.19896E-02, -1.19357E-02, -1.18518E-02, -1.17364E-02, -1.15879E-02, -1.14051E-02, -1.11869E-02, -1.09325E-02, -1.06415E-02, -1.03138E-02, -9.94972E-03, -9.54976E-03, -9.11497E-03, -8.64669E-03, -8.14663E-03, -7.61680E-03, -7.05953E-03, -6.47742E-03, -5.87330E-03, -5.25024E-03, -4.61155E-03, -3.96069E-03, -3.30134E-03, -2.63736E-03, -1.97279E-03, -1.31185E-03, -6.58891E-04, -1.84158E-05,  6.05003E-04,  1.20677E-03,  1.78236E-03,  2.32740E-03,  2.83781E-03,  3.30991E-03,  3.74057E-03,  4.12729E-03,  4.46832E-03,  4.76274E-03,  5.01047E-03,  5.21227E-03,  5.36970E-03,  5.48501E-03,  5.56108E-03,  5.60121E-03,  5.60907E-03,  5.58848E-03,  5.54333E-03,  5.47743E-03,  5.39441E-03,  5.29771E-03,  5.19042E-03,  5.07535E-03,  4.95494E-03,  4.83131E-03,  4.70625E-03,  4.58122E-03,  4.45743E-03,  4.33583E-03,  4.21715E-03,  4.10191E-03,  3.99049E-03,  3.88313E-03,  3.77997E-03,  3.68104E-03,  3.58631E-03,  3.49570E-03,  3.40909E-03,  3.32632E-03,  3.24724E-03,  3.17165E-03,  3.09937E-03,  3.03021E-03,  2.96398E-03,  2.90051E-03,  2.83963E-03,
 -9.42498E-03, -9.62914E-03, -9.83432E-03, -1.00399E-02, -1.02454E-02, -1.04500E-02, -1.06529E-02, -1.08533E-02, -1.10502E-02, -1.12425E-02, -1.14290E-02, -1.16086E-02, -1.17796E-02, -1.19407E-02, -1.20901E-02, -1.22261E-02, -1.23469E-02, -1.24504E-02, -1.25347E-02, -1.25974E-02, -1.26364E-02, -1.26496E-02, -1.26345E-02, -1.25891E-02, -1.25113E-02, -1.23989E-02, -1.22503E-02, -1.20639E-02, -1.18383E-02, -1.15726E-02, -1.12661E-02, -1.09188E-02, -1.05307E-02, -1.01025E-02, -9.63531E-03, -9.13056E-03, -8.59015E-03, -8.01631E-03, -7.41162E-03, -6.77895E-03, -6.12145E-03, -5.44250E-03, -4.74573E-03, -4.03495E-03, -3.31420E-03, -2.58774E-03, -1.86004E-03, -1.13578E-03, -4.19876E-04,  2.82573E-04,  9.66318E-04,  1.62603E-03,  2.25639E-03,  2.85224E-03,  3.40869E-03,  3.92131E-03,  4.38632E-03,  4.80068E-03,  5.16231E-03,  5.47011E-03,  5.72405E-03,  5.92517E-03,  6.07545E-03,  6.17779E-03,  6.23579E-03,  6.25360E-03,  6.23572E-03,  6.18686E-03,  6.11169E-03,  6.01480E-03,  5.90048E-03,  5.77271E-03,  5.63507E-03,  5.49071E-03,  5.34235E-03,  5.19228E-03,  5.04241E-03,  4.89427E-03,  4.74906E-03,  4.60769E-03,  4.47083E-03,  4.33894E-03,  4.21229E-03,  4.09103E-03,  3.97517E-03,  3.86466E-03,  3.75936E-03,  3.65911E-03,  3.56368E-03,  3.47284E-03,  3.38634E-03,  3.30394E-03,  3.22539E-03,  3.15044E-03,  3.07885E-03,  3.01040E-03,  2.94488E-03,
 -9.70785E-03, -9.92713E-03, -1.01481E-02, -1.03702E-02, -1.05927E-02, -1.08151E-02, -1.10365E-02, -1.12559E-02, -1.14724E-02, -1.16848E-02, -1.18920E-02, -1.20925E-02, -1.22848E-02, -1.24672E-02, -1.26381E-02, -1.27954E-02, -1.29372E-02, -1.30611E-02, -1.31649E-02, -1.32461E-02, -1.33023E-02, -1.33308E-02, -1.33290E-02, -1.32945E-02, -1.32246E-02, -1.31171E-02, -1.29698E-02, -1.27806E-02, -1.25482E-02, -1.22711E-02, -1.19486E-02, -1.15804E-02, -1.11665E-02, -1.07078E-02, -1.02052E-02, -9.66042E-03, -9.07557E-03, -8.45315E-03, -7.79600E-03, -7.10734E-03, -6.39064E-03, -5.64963E-03, -4.88828E-03, -4.11078E-03, -3.32153E-03, -2.52520E-03, -1.72671E-03, -9.31262E-04, -1.44348E-04,  6.28248E-04,  1.38050E-03,  2.10620E-03,  2.79908E-03,  3.45299E-03,  4.06202E-03,  4.62080E-03,  5.12467E-03,  5.56993E-03,  5.95400E-03,  6.27559E-03,  6.53473E-03,  6.73278E-03,  6.87233E-03,  6.95708E-03,  6.99157E-03,  6.98103E-03,  6.93105E-03,  6.84740E-03,  6.73577E-03,  6.60165E-03,  6.45011E-03,  6.28578E-03,  6.11275E-03,  5.93456E-03,  5.75421E-03,  5.57416E-03,  5.39640E-03,  5.22248E-03,  5.05357E-03,  4.89050E-03,  4.73385E-03,  4.58394E-03,  4.44092E-03,  4.30480E-03,  4.17547E-03,  4.05273E-03,  3.93634E-03,  3.82600E-03,  3.72139E-03,  3.62217E-03,  3.52802E-03,  3.43861E-03,  3.35361E-03,  3.27271E-03,  3.19562E-03,  3.12208E-03,  3.05182E-03,
 -9.99800E-03, -1.02333E-02, -1.04711E-02, -1.07108E-02, -1.09517E-02, -1.11932E-02, -1.14345E-02, -1.16745E-02, -1.19123E-02, -1.21468E-02, -1.23765E-02, -1.26001E-02, -1.28159E-02, -1.30223E-02, -1.32171E-02, -1.33984E-02, -1.35639E-02, -1.37111E-02, -1.38375E-02, -1.39402E-02, -1.40165E-02, -1.40634E-02, -1.40778E-02, -1.40568E-02, -1.39974E-02, -1.38969E-02, -1.37525E-02, -1.35620E-02, -1.33234E-02, -1.30350E-02, -1.26960E-02, -1.23057E-02, -1.18642E-02, -1.13722E-02, -1.08309E-02, -1.02421E-02, -9.60828E-03, -8.93210E-03, -8.21684E-03, -7.46606E-03, -6.68361E-03, -5.87362E-03, -5.04042E-03, -4.18856E-03, -3.32283E-03, -2.44831E-03, -1.57036E-03, -6.94711E-04,  1.72507E-04,  1.02476E-03,  1.85512E-03,  2.65635E-03,  3.42103E-03,  4.14173E-03,  4.81130E-03,  5.42309E-03,  5.97134E-03,  6.45142E-03,  6.86013E-03,  7.19587E-03,  7.45876E-03,  7.65060E-03,  7.77476E-03,  7.83598E-03,  7.84009E-03,  7.79366E-03,  7.70367E-03,  7.57726E-03,  7.42134E-03,  7.24250E-03,  7.04673E-03,  6.83941E-03,  6.62519E-03,  6.40802E-03,  6.19114E-03,  5.97718E-03,  5.76816E-03,  5.56560E-03,  5.37057E-03,  5.18379E-03,  5.00567E-03,  4.83636E-03,  4.67584E-03,  4.52395E-03,  4.38039E-03,  4.24483E-03,  4.11685E-03,  3.99602E-03,  3.88191E-03,  3.77406E-03,  3.67204E-03,  3.57543E-03,  3.48383E-03,  3.39686E-03,  3.31417E-03,  3.23544E-03,  3.16036E-03,
 -1.02952E-02, -1.05476E-02, -1.08033E-02, -1.10617E-02, -1.13223E-02, -1.15844E-02, -1.18471E-02, -1.21094E-02, -1.23704E-02, -1.26289E-02, -1.28833E-02, -1.31324E-02, -1.33742E-02, -1.36070E-02, -1.38287E-02, -1.40370E-02, -1.42294E-02, -1.44032E-02, -1.45555E-02, -1.46833E-02, -1.47832E-02, -1.48519E-02, -1.48859E-02, -1.48817E-02, -1.48358E-02, -1.47448E-02, -1.46057E-02, -1.44155E-02, -1.41717E-02, -1.38725E-02, -1.35165E-02, -1.31029E-02, -1.26317E-02, -1.21035E-02, -1.15198E-02, -1.08825E-02, -1.01944E-02, -9.45867E-03, -8.67887E-03, -7.85906E-03, -7.00351E-03, -6.11677E-03, -5.20356E-03, -4.26880E-03, -3.31766E-03, -2.35557E-03, -1.38834E-03, -4.22217E-04,  5.36019E-04,  1.47901E-03,  2.39881E-03,  3.28696E-03,  4.13461E-03,  4.93276E-03,  5.67261E-03,  6.34589E-03,  6.94533E-03,  7.46506E-03,  7.90103E-03,  8.25123E-03,  8.51586E-03,  8.69731E-03,  8.80001E-03,  8.83010E-03,  8.79505E-03,  8.70322E-03,  8.56340E-03,  8.38439E-03,  8.17468E-03,  7.94213E-03,  7.69385E-03,  7.43603E-03,  7.17394E-03,  6.91193E-03,  6.65347E-03,  6.40128E-03,  6.15734E-03,  5.92309E-03,  5.69942E-03,  5.48686E-03,  5.28558E-03,  5.09551E-03,  4.91640E-03,  4.74785E-03,  4.58938E-03,  4.44043E-03,  4.30043E-03,  4.16878E-03,  4.04489E-03,  3.92818E-03,  3.81812E-03,  3.71417E-03,  3.61586E-03,  3.52273E-03,  3.43435E-03,  3.35036E-03,  3.27039E-03,
 -1.05993E-02, -1.08697E-02, -1.11444E-02, -1.14228E-02, -1.17044E-02, -1.19885E-02, -1.22743E-02, -1.25608E-02, -1.28469E-02, -1.31315E-02, -1.34130E-02, -1.36900E-02, -1.39606E-02, -1.42228E-02, -1.44745E-02, -1.47131E-02, -1.49359E-02, -1.51401E-02, -1.53222E-02, -1.54790E-02, -1.56066E-02, -1.57013E-02, -1.57589E-02, -1.57754E-02, -1.57466E-02, -1.56686E-02, -1.55374E-02, -1.53497E-02, -1.51023E-02, -1.47929E-02, -1.44196E-02, -1.39814E-02, -1.34782E-02, -1.29106E-02, -1.22802E-02, -1.15894E-02, -1.08411E-02, -1.00391E-02, -9.18751E-03, -8.29084E-03, -7.35391E-03, -6.38171E-03, -5.37938E-03, -4.35220E-03, -3.30565E-03, -2.24549E-03, -1.17789E-03, -1.09581E-04,  9.52025E-04,  1.99870E-03,  3.02136E-03,  4.01009E-03,  4.95430E-03,  5.84302E-03,  6.66526E-03,  7.41062E-03,  8.06980E-03,  8.63524E-03,  9.10168E-03,  9.46654E-03,  9.73014E-03,  9.89566E-03,  9.96894E-03,  9.95802E-03,  9.87258E-03,  9.72333E-03,  9.52135E-03,  9.27763E-03,  9.00253E-03,  8.70550E-03,  8.39490E-03,  8.07784E-03,  7.76023E-03,  7.44677E-03,  7.14112E-03,  6.84599E-03,  6.56324E-03,  6.29409E-03,  6.03919E-03,  5.79874E-03,  5.57264E-03,  5.36049E-03,  5.16176E-03,  4.97576E-03,  4.80175E-03,  4.63895E-03,  4.48656E-03,  4.34381E-03,  4.20993E-03,  4.08422E-03,  3.96599E-03,  3.85461E-03,  3.74951E-03,  3.65014E-03,  3.55603E-03,  3.46672E-03,  3.38181E-03,
 -1.09099E-02, -1.11994E-02, -1.14942E-02, -1.17939E-02, -1.20980E-02, -1.24057E-02, -1.27162E-02, -1.30287E-02, -1.33420E-02, -1.36550E-02, -1.39661E-02, -1.42737E-02, -1.45760E-02, -1.48709E-02, -1.51560E-02, -1.54286E-02, -1.56859E-02, -1.59245E-02, -1.61410E-02, -1.63314E-02, -1.64915E-02, -1.66169E-02, -1.67030E-02, -1.67449E-02, -1.67377E-02, -1.66766E-02, -1.65570E-02, -1.63746E-02, -1.61256E-02, -1.58069E-02, -1.54162E-02, -1.49522E-02, -1.44145E-02, -1.38039E-02, -1.31221E-02, -1.23718E-02, -1.15566E-02, -1.06807E-02, -9.74891E-03, -8.76650E-03, -7.73882E-03, -6.67140E-03, -5.56979E-03, -4.43959E-03, -3.28653E-03, -2.11659E-03, -9.36179E-04,  2.47618E-04,  1.42681E-03,  2.59231E-03,  3.73377E-03,  4.83958E-03,  5.89703E-03,  6.89259E-03,  7.81248E-03,  8.64337E-03,  9.37320E-03,  9.99206E-03,  1.04930E-02,  1.08726E-02,  1.11314E-02,  1.12735E-02,  1.13069E-02,  1.12421E-02,  1.10917E-02,  1.08697E-02,  1.05901E-02,  1.02667E-02,  9.91204E-03,  9.53759E-03,  9.15310E-03,  8.76666E-03,  8.38479E-03,  8.01251E-03,  7.65351E-03,  7.31036E-03,  6.98468E-03,  6.67733E-03,  6.38857E-03,  6.11819E-03,  5.86567E-03,  5.63023E-03,  5.41094E-03,  5.20680E-03,  5.01674E-03,  4.83971E-03,  4.67467E-03,  4.52063E-03,  4.37663E-03,  4.24181E-03,  4.11535E-03,  3.99649E-03,  3.88456E-03,  3.77893E-03,  3.67905E-03,  3.58440E-03,  3.49453E-03,
 -1.12266E-02, -1.15362E-02, -1.18523E-02, -1.21746E-02, -1.25026E-02, -1.28355E-02, -1.31727E-02, -1.35131E-02, -1.38559E-02, -1.41996E-02, -1.45430E-02, -1.48842E-02, -1.52214E-02, -1.55524E-02, -1.58747E-02, -1.61854E-02, -1.64816E-02, -1.67595E-02, -1.70152E-02, -1.72446E-02, -1.74427E-02, -1.76046E-02, -1.77249E-02, -1.77978E-02, -1.78176E-02, -1.77785E-02, -1.76749E-02, -1.75014E-02, -1.72535E-02, -1.69271E-02, -1.65192E-02, -1.60282E-02, -1.54535E-02, -1.47957E-02, -1.40569E-02, -1.32403E-02, -1.23502E-02, -1.13915E-02, -1.03701E-02, -9.29175E-03, -8.16274E-03, -6.98914E-03, -5.77694E-03, -4.53202E-03, -3.26020E-03, -1.96751E-03, -6.60398E-04,  6.53908E-04,  1.96701E-03,  3.26902E-03,  4.54828E-03,  5.79123E-03,  6.98252E-03,  8.10540E-03,  9.14237E-03,  1.00761E-02,  1.08908E-02,  1.15731E-02,  1.21137E-02,  1.25080E-02,  1.27566E-02,  1.28654E-02,  1.28448E-02,  1.27092E-02,  1.24751E-02,  1.21606E-02,  1.17839E-02,  1.13620E-02,  1.09106E-02,  1.04432E-02,  9.97120E-03,  9.50368E-03,  9.04768E-03,  8.60838E-03,  8.18935E-03,  7.79282E-03,  7.41995E-03,  7.07107E-03,  6.74588E-03,  6.44362E-03,  6.16322E-03,  5.90341E-03,  5.66280E-03,  5.43996E-03,  5.23349E-03,  5.04198E-03,  4.86414E-03,  4.69871E-03,  4.54455E-03,  4.40060E-03,  4.26590E-03,  4.13957E-03,  4.02082E-03,  3.90894E-03,  3.80328E-03,  3.70329E-03,  3.60845E-03,
