  3.53082E-03,  3.57514E-03,  3.61880E-03,  3.66170E-03,  3.70377E-03,  3.74492E-03,  3.78509E-03,  3.82423E-03,  3.86230E-03,  3.89928E-03,  3.93516E-03,  3.96999E-03,  4.00381E-03,  4.03672E-03,  4.06885E-03,  4.10034E-03,  4.13140E-03,  4.16227E-03,  4.19322E-03,  4.22454E-03,  4.25658E-03,  4.28968E-03,  4.32420E-03,  4.36050E-03,  4.39893E-03,  4.43978E-03,  4.48332E-03,  4.52970E-03,  4.57903E-03,  4.63124E-03,  4.68615E-03,  4.74342E-03,  4.80251E-03,  4.86269E-03,  4.92302E-03,  4.98237E-03,  5.03941E-03,  5.09261E-03,  5.14031E-03,  5.18072E-03,  5.21198E-03,  5.23220E-03,  5.23955E-03,  5.23229E-03,  5.20884E-03,  5.16783E-03,  5.10819E-03,  5.02914E-03,  4.93024E-03,  4.81144E-03,  4.67302E-03,  4.51562E-03,  4.34021E-03,  4.14803E-03,  3.94058E-03,  3.71953E-03,  3.48671E-03,  3.24404E-03,  2.99346E-03,  2.73692E-03,  2.47632E-03,  2.21350E-03,  1.95017E-03,  1.68794E-03,  1.42829E-03,  1.17252E-03,  9.21831E-04,  6.77242E-04,  4.39641E-04,  2.09778E-04, -1.17306E-05, -2.24389E-04, -4.27815E-04, -6.21731E-04, -8.05952E-04, -9.80378E-04, -1.14499E-03, -1.29982E-03, -1.44497E-03, -1.58059E-03, -1.70688E-03, -1.82407E-03, -1.93241E-03, -2.03218E-03, -2.12370E-03, -2.20727E-03, -2.28323E-03, -2.35190E-03, -2.41364E-03, -2.46878E-03,
  3.65053E-03,  3.69836E-03,  3.74552E-03,  3.79191E-03,  3.83743E-03,  3.88199E-03,  3.92552E-03,  3.96793E-03,  4.00919E-03,  4.04926E-03,  4.08813E-03,  4.12583E-03,  4.16242E-03,  4.19798E-03,  4.23266E-03,  4.26664E-03,  4.30014E-03,  4.33342E-03,  4.36683E-03,  4.40070E-03,  4.43546E-03,  4.47152E-03,  4.50933E-03,  4.54936E-03,  4.59205E-03,  4.63782E-03,  4.68701E-03,  4.73992E-03,  4.79670E-03,  4.85740E-03,  4.92188E-03,  4.98981E-03,  5.06065E-03,  5.13362E-03,  5.20768E-03,  5.28154E-03,  5.35368E-03,  5.42232E-03,  5.48549E-03,  5.54107E-03,  5.58683E-03,  5.62049E-03,  5.63982E-03,  5.64269E-03,  5.62718E-03,  5.59160E-03,  5.53464E-03,  5.45532E-03,  5.35313E-03,  5.22798E-03,  5.08023E-03,  4.91065E-03,  4.72041E-03,  4.51103E-03,  4.28432E-03,  4.04227E-03,  3.78708E-03,  3.52101E-03,  3.24634E-03,  2.96536E-03,  2.68026E-03,  2.39314E-03,  2.10596E-03,  1.82053E-03,  1.53847E-03,  1.26126E-03,  9.90168E-04,  7.26305E-04,  4.70610E-04,  2.23863E-04, -1.33057E-05, -2.40405E-04, -4.57069E-04, -6.63046E-04, -8.58188E-04, -1.04244E-03, -1.21582E-03, -1.37842E-03, -1.53041E-03, -1.67197E-03, -1.80337E-03, -1.92488E-03, -2.03683E-03, -2.13954E-03, -2.23338E-03, -2.31872E-03, -2.39593E-03, -2.46538E-03, -2.52748E-03, -2.58260E-03,
  3.77534E-03,  3.82698E-03,  3.87794E-03,  3.92812E-03,  3.97741E-03,  4.02569E-03,  4.07286E-03,  4.11884E-03,  4.16356E-03,  4.20698E-03,  4.24907E-03,  4.28986E-03,  4.32939E-03,  4.36776E-03,  4.40511E-03,  4.44165E-03,  4.47762E-03,  4.51334E-03,  4.54919E-03,  4.58558E-03,  4.62300E-03,  4.66197E-03,  4.70305E-03,  4.74682E-03,  4.79384E-03,  4.84467E-03,  4.89980E-03,  4.95964E-03,  5.02449E-03,  5.09447E-03,  5.16955E-03,  5.24943E-03,  5.33358E-03,  5.42118E-03,  5.51109E-03,  5.60186E-03,  5.69172E-03,  5.77863E-03,  5.86024E-03,  5.93404E-03,  5.99732E-03,  6.04734E-03,  6.08138E-03,  6.09683E-03,  6.09132E-03,  6.06279E-03,  6.00959E-03,  5.93054E-03,  5.82500E-03,  5.69285E-03,  5.53455E-03,  5.35105E-03,  5.14380E-03,  4.91463E-03,  4.66575E-03,  4.39959E-03,  4.11874E-03,  3.82591E-03,  3.52380E-03,  3.21506E-03,  2.90226E-03,  2.58778E-03,  2.27387E-03,  1.96254E-03,  1.65560E-03,  1.35467E-03,  1.06113E-03,  7.76160E-04,  5.00743E-04,  2.35682E-04, -1.83907E-05, -2.60999E-04, -4.91807E-04, -7.10603E-04, -9.17287E-04, -1.11186E-03, -1.29440E-03, -1.46506E-03, -1.62407E-03, -1.77169E-03, -1.90824E-03, -2.03408E-03, -2.14957E-03, -2.25511E-03, -2.35113E-03, -2.43805E-03, -2.51630E-03, -2.58632E-03, -2.64853E-03, -2.70337E-03,
  3.90553E-03,  3.96130E-03,  4.01641E-03,  4.07073E-03,  4.12412E-03,  4.17645E-03,  4.22761E-03,  4.27749E-03,  4.32599E-03,  4.37305E-03,  4.41864E-03,  4.46275E-03,  4.50543E-03,  4.54677E-03,  4.58693E-03,  4.62611E-03,  4.66460E-03,  4.70275E-03,  4.74098E-03,  4.77981E-03,  4.81980E-03,  4.86157E-03,  4.90582E-03,  4.95325E-03,  5.00461E-03,  5.06059E-03,  5.12186E-03,  5.18901E-03,  5.26249E-03,  5.34257E-03,  5.42934E-03,  5.52257E-03,  5.62178E-03,  5.72609E-03,  5.83429E-03,  5.94474E-03,  6.05543E-03,  6.16396E-03,  6.26757E-03,  6.36324E-03,  6.44774E-03,  6.51770E-03,  6.56981E-03,  6.60086E-03,  6.60791E-03,  6.58841E-03,  6.54034E-03,  6.46222E-03,  6.35325E-03,  6.21333E-03,  6.04300E-03,  5.84347E-03,  5.61654E-03,  5.36446E-03,  5.08992E-03,  4.79588E-03,  4.48548E-03,  4.16193E-03,  3.82843E-03,  3.48809E-03,  3.14387E-03,  2.79853E-03,  2.45459E-03,  2.11433E-03,  1.77974E-03,  1.45258E-03,  1.13433E-03,  8.26246E-04,  5.29346E-04,  2.44439E-04, -2.78568E-05, -2.87096E-04, -5.32986E-04, -7.65374E-04, -9.84224E-04, -1.18960E-03, -1.38167E-03, -1.56065E-03, -1.72685E-03, -1.88061E-03, -2.02233E-03, -2.15242E-03, -2.27135E-03, -2.37958E-03, -2.47759E-03, -2.56587E-03, -2.64492E-03, -2.71522E-03, -2.77727E-03, -2.83154E-03,
  4.04138E-03,  4.10165E-03,  4.16128E-03,  4.22012E-03,  4.27801E-03,  4.33479E-03,  4.39032E-03,  4.44447E-03,  4.49711E-03,  4.54816E-03,  4.59755E-03,  4.64527E-03,  4.69135E-03,  4.73586E-03,  4.77896E-03,  4.82088E-03,  4.86191E-03,  4.90246E-03,  4.94302E-03,  4.98415E-03,  5.02653E-03,  5.07092E-03,  5.11814E-03,  5.16908E-03,  5.22465E-03,  5.28577E-03,  5.35331E-03,  5.42806E-03,  5.51071E-03,  5.60171E-03,  5.70130E-03,  5.80940E-03,  5.92558E-03,  6.04897E-03,  6.17825E-03,  6.31163E-03,  6.44678E-03,  6.58093E-03,  6.71081E-03,  6.83281E-03,  6.94300E-03,  7.03730E-03,  7.11162E-03,  7.16200E-03,  7.18479E-03,  7.17683E-03,  7.13558E-03,  7.05921E-03,  6.94676E-03,  6.79808E-03,  6.61391E-03,  6.39576E-03,  6.14586E-03,  5.86706E-03,  5.56264E-03,  5.23621E-03,  4.89158E-03,  4.53260E-03,  4.16307E-03,  3.78663E-03,  3.40672E-03,  3.02649E-03,  2.64879E-03,  2.27616E-03,  1.91082E-03,  1.55463E-03,  1.20921E-03,  8.75836E-04,  5.55557E-04,  2.49171E-04, -4.27373E-05, -3.19774E-04, -5.81712E-04, -8.28474E-04, -1.06011E-03, -1.27676E-03, -1.47869E-03, -1.66622E-03, -1.83973E-03, -1.99967E-03, -2.14652E-03, -2.28077E-03, -2.40298E-03, -2.51368E-03, -2.61344E-03, -2.70281E-03, -2.78236E-03, -2.85264E-03, -2.91419E-03, -2.96755E-03,
  4.18318E-03,  4.24837E-03,  4.31295E-03,  4.37675E-03,  4.43957E-03,  4.50124E-03,  4.56159E-03,  4.62044E-03,  4.67764E-03,  4.73307E-03,  4.78664E-03,  4.83830E-03,  4.88806E-03,  4.93597E-03,  4.98219E-03,  5.02694E-03,  5.07055E-03,  5.11346E-03,  5.15621E-03,  5.19947E-03,  5.24400E-03,  5.29072E-03,  5.34062E-03,  5.39477E-03,  5.45432E-03,  5.52042E-03,  5.59421E-03,  5.67677E-03,  5.76903E-03,  5.87172E-03,  5.98530E-03,  6.10988E-03,  6.24513E-03,  6.39024E-03,  6.54382E-03,  6.70388E-03,  6.86780E-03,  7.03232E-03,  7.19362E-03,  7.34734E-03,  7.48873E-03,  7.61280E-03,  7.71447E-03,  7.78883E-03,  7.83134E-03,  7.83804E-03,  7.80573E-03,  7.73216E-03,  7.61611E-03,  7.45747E-03,  7.25717E-03,  7.01717E-03,  6.74029E-03,  6.43007E-03,  6.09060E-03,  5.72633E-03,  5.34187E-03,  4.94187E-03,  4.53082E-03,  4.11302E-03,  3.69245E-03,  3.27271E-03,  2.85701E-03,  2.44817E-03,  2.04860E-03,  1.66033E-03,  1.28502E-03,  9.24002E-04,  5.78316E-04,  2.48722E-04, -6.42520E-05, -3.60290E-04, -6.39255E-04, -9.01168E-04, -1.14618E-03, -1.37456E-03, -1.58665E-03, -1.78291E-03, -1.96381E-03, -2.12990E-03, -2.28178E-03, -2.42003E-03, -2.54530E-03, -2.65822E-03, -2.75942E-03, -2.84956E-03, -2.92926E-03, -2.99915E-03, -3.05983E-03, -3.11190E-03,
  4.33126E-03,  4.40182E-03,  4.47182E-03,  4.54105E-03,  4.60931E-03,  4.67638E-03,  4.74205E-03,  4.80610E-03,  4.86836E-03,  4.92864E-03,  4.98682E-03,  5.04282E-03,  5.09659E-03,  5.14819E-03,  5.19773E-03,  5.24545E-03,  5.29168E-03,  5.33688E-03,  5.38167E-03,  5.42680E-03,  5.47317E-03,  5.52183E-03,  5.57396E-03,  5.63088E-03,  5.69399E-03,  5.76474E-03,  5.84461E-03,  5.93500E-03,  6.03719E-03,  6.15227E-03,  6.28099E-03,  6.42372E-03,  6.58034E-03,  6.75012E-03,  6.93164E-03,  7.12276E-03,  7.32049E-03,  7.52110E-03,  7.72002E-03,  7.91206E-03,  8.09141E-03,  8.25194E-03,  8.38736E-03,  8.49154E-03,  8.55877E-03,  8.58404E-03,  8.56335E-03,  8.49387E-03,  8.37410E-03,  8.20394E-03,  7.98465E-03,  7.71874E-03,  7.40984E-03,  7.06241E-03,  6.68156E-03,  6.27280E-03,  5.84176E-03,  5.39404E-03,  4.93501E-03,  4.46970E-03,  4.00272E-03,  3.53817E-03,  3.07966E-03,  2.63028E-03,  2.19265E-03,  1.76891E-03,  1.36077E-03,  9.69578E-04,  5.96326E-04,  2.41711E-04, -9.38349E-05, -4.10102E-04, -7.07074E-04, -9.84899E-04, -1.24386E-03, -1.48435E-03, -1.70686E-03, -1.91196E-03, -2.10025E-03, -2.27242E-03, -2.42916E-03, -2.57119E-03, -2.69923E-03, -2.81403E-03, -2.91632E-03, -3.00683E-03, -3.08627E-03, -3.15534E-03, -3.21472E-03, -3.26506E-03,
  4.48592E-03,  4.56235E-03,  4.63830E-03,  4.71353E-03,  4.78780E-03,  4.86084E-03,  4.93241E-03,  5.00225E-03,  5.07013E-03,  5.13581E-03,  5.19913E-03,  5.25993E-03,  5.31815E-03,  5.37377E-03,  5.42689E-03,  5.47773E-03,  5.52662E-03,  5.57406E-03,  5.62071E-03,  5.66740E-03,  5.71518E-03,  5.76524E-03,  5.81901E-03,  5.87806E-03,  5.94410E-03,  6.01895E-03,  6.10447E-03,  6.20250E-03,  6.31476E-03,  6.44276E-03,  6.58770E-03,  6.75030E-03,  6.93074E-03,  7.12845E-03,  7.34207E-03,  7.56930E-03,  7.80682E-03,  8.05029E-03,  8.29437E-03,  8.53277E-03,  8.75844E-03,  8.96379E-03,  9.14100E-03,  9.28233E-03,  9.38058E-03,  9.42941E-03,  9.42372E-03,  9.35995E-03,  9.23624E-03,  9.05256E-03,  8.81059E-03,  8.51365E-03,  8.16639E-03,  7.77452E-03,  7.34448E-03,  6.88310E-03,  6.39731E-03,  5.89386E-03,  5.37918E-03,  4.85916E-03,  4.33910E-03,  3.82369E-03,  3.31692E-03,  2.82217E-03,  2.34223E-03,  1.87932E-03,  1.43518E-03,  1.01111E-03,  6.08018E-04,  2.26494E-04, -1.33164E-04, -4.70893E-04, -7.86835E-04, -1.08130E-03, -1.35472E-03, -1.60766E-03, -1.84077E-03, -2.05475E-03, -2.25038E-03, -2.42846E-03, -2.58981E-03, -2.73530E-03, -2.86575E-03, -2.98203E-03, -3.08497E-03, -3.17538E-03, -3.25408E-03, -3.32185E-03, -3.37943E-03, -3.42755E-03,
  4.64748E-03,  4.73036E-03,  4.81285E-03,  4.89470E-03,  4.97561E-03,  5.05529E-03,  5.13343E-03,  5.20974E-03,  5.28390E-03,  5.35564E-03,  5.42471E-03,  5.49090E-03,  5.55406E-03,  5.61414E-03,  5.67118E-03,  5.72535E-03,  5.77699E-03,  5.82660E-03,  5.87488E-03,  5.92276E-03,  5.97140E-03,  6.02220E-03,  6.07682E-03,  6.13712E-03,  6.20520E-03,  6.28329E-03,  6.37374E-03,  6.47891E-03,  6.60108E-03,  6.74233E-03,  6.90441E-03,  7.08857E-03,  7.29539E-03,  7.52461E-03,  7.77501E-03,  8.04419E-03,  8.32851E-03,  8.62299E-03,  8.92133E-03,  9.21599E-03,  9.49834E-03,  9.75897E-03,  9.98807E-03,  1.01759E-02,  1.03132E-02,  1.03919E-02,  1.04055E-02,  1.03495E-02,  1.02215E-02,  1.00216E-02,  9.75225E-03,  9.41769E-03,  9.02405E-03,  8.57866E-03,  8.08971E-03,  7.56572E-03,  7.01523E-03,  6.44645E-03,  5.86703E-03,  5.28386E-03,  4.70304E-03,  4.12984E-03,  3.56867E-03,  3.02316E-03,  2.49624E-03,  1.99015E-03,  1.50661E-03,  1.04680E-03,  6.11500E-04,  2.01131E-04, -1.84191E-04, -5.44601E-04, -8.80435E-04, -1.19220E-03, -1.48053E-03, -1.74618E-03, -1.98997E-03, -2.21280E-03, -2.41560E-03, -2.59932E-03, -2.76496E-03, -2.91350E-03, -3.04591E-03, -3.16317E-03, -3.26623E-03, -3.35602E-03, -3.43342E-03, -3.49932E-03, -3.55455E-03, -3.59990E-03,
  4.81628E-03,  4.90623E-03,  4.99593E-03,  5.08508E-03,  5.17337E-03,  5.26044E-03,  5.34594E-03,  5.42949E-03,  5.51073E-03,  5.58930E-03,  5.66486E-03,  5.73712E-03,  5.80586E-03,  5.87094E-03,  5.93232E-03,  5.99013E-03,  6.04465E-03,  6.09638E-03,  6.14606E-03,  6.19468E-03,  6.24354E-03,  6.29423E-03,  6.34867E-03,  6.40908E-03,  6.47797E-03,  6.55807E-03,  6.65232E-03,  6.76372E-03,  6.89526E-03,  7.04975E-03,  7.22966E-03,  7.43693E-03,  7.67274E-03,  7.93733E-03,  8.22974E-03,  8.54759E-03,  8.88694E-03,  9.24214E-03,  9.60582E-03,  9.96890E-03,  1.03208E-02,  1.06499E-02,  1.09438E-02,  1.11899E-02,  1.13766E-02,  1.14933E-02,  1.15317E-02,  1.14859E-02,  1.13532E-02,  1.11336E-02,  1.08306E-02,  1.04499E-02,  9.99960E-03,  9.48920E-03,  8.92916E-03,  8.33023E-03,  7.70294E-03,  7.05727E-03,  6.40232E-03,  5.74614E-03,  5.09569E-03,  4.45683E-03,  3.83437E-03,  3.23215E-03,  2.65314E-03,  2.09957E-03,  1.57300E-03,  1.07446E-03,  6.04516E-04,  1.63344E-04, -2.49181E-04, -6.33442E-04, -9.90025E-04, -1.31968E-03, -1.62327E-03, -1.90178E-03, -2.15625E-03, -2.38776E-03, -2.59745E-03, -2.78646E-03, -2.95593E-03, -3.10701E-03, -3.24083E-03, -3.35848E-03, -3.46105E-03, -3.54957E-03, -3.62505E-03, -3.68844E-03, -3.74068E-03, -3.78263E-03,
