 -7.71914E-03, -7.85934E-03, -7.99767E-03, -8.13355E-03, -8.26632E-03, -8.39530E-03, -8.51971E-03, -8.63876E-03, -8.75156E-03, -8.85718E-03, -8.95464E-03, -9.04289E-03, -9.12085E-03, -9.18737E-03, -9.24128E-03, -9.28138E-03, -9.30643E-03, -9.31519E-03, -9.30644E-03, -9.27897E-03, -9.23159E-03, -9.16320E-03, -9.07276E-03, -8.95932E-03, -8.82207E-03, -8.66034E-03, -8.47359E-03, -8.26149E-03, -8.02390E-03, -7.76088E-03, -7.47271E-03, -7.15991E-03, -6.82322E-03, -6.46359E-03, -6.08223E-03, -5.68054E-03, -5.26015E-03, -4.82287E-03, -4.37071E-03, -3.90587E-03, -3.43069E-03, -2.94769E-03, -2.45951E-03, -1.96894E-03, -1.47886E-03, -9.92269E-04, -5.12237E-04, -4.18819E-05,  4.15665E-04,  8.57300E-04,  1.28000E-03,  1.68089E-03,  2.05729E-03,  2.40680E-03,  2.72738E-03,  3.01739E-03,  3.27565E-03,  3.50150E-03,  3.69479E-03,  3.85592E-03,  3.98577E-03,  4.08569E-03,  4.15741E-03,  4.20300E-03,  4.22476E-03,  4.22515E-03,  4.20671E-03,  4.17196E-03,  4.12338E-03,  4.06329E-03,  3.99390E-03,  3.91720E-03,  3.83499E-03,  3.74886E-03,  3.66018E-03,  3.57014E-03,  3.47972E-03,  3.38973E-03,  3.30085E-03,  3.21358E-03,  3.12833E-03,  3.04539E-03,  2.96497E-03,  2.88720E-03,  2.81216E-03,  2.73986E-03,  2.67030E-03,  2.60342E-03,  2.53917E-03,  2.47745E-03,  2.41817E-03,  2.36122E-03,  2.30650E-03,  2.25390E-03,  2.20331E-03,  2.15461E-03,
 -7.96979E-03, -8.12163E-03, -8.27193E-03, -8.42007E-03, -8.56537E-03, -8.70710E-03, -8.84445E-03, -8.97654E-03, -9.10246E-03, -9.22118E-03, -9.33163E-03, -9.43269E-03, -9.52314E-03, -9.60174E-03, -9.66718E-03, -9.71810E-03, -9.75313E-03, -9.77086E-03, -9.76990E-03, -9.74885E-03, -9.70636E-03, -9.64113E-03, -9.55194E-03, -9.43769E-03, -9.29738E-03, -9.13019E-03, -8.93546E-03, -8.71275E-03, -8.46184E-03, -8.18272E-03, -7.87565E-03, -7.54116E-03, -7.18001E-03, -6.79325E-03, -6.38216E-03, -5.94829E-03, -5.49340E-03, -5.01949E-03, -4.52878E-03, -4.02368E-03, -3.50676E-03, -2.98082E-03, -2.44876E-03, -1.91369E-03, -1.37882E-03, -8.47509E-04, -3.23215E-04,  1.90525E-04,  6.90128E-04,  1.17202E-03,  1.63269E-03,  2.06876E-03,  2.47708E-03,  2.85482E-03,  3.19952E-03,  3.50925E-03,  3.78261E-03,  4.01883E-03,  4.21778E-03,  4.37998E-03,  4.50658E-03,  4.59926E-03,  4.66022E-03,  4.69199E-03,  4.69742E-03,  4.67950E-03,  4.64127E-03,  4.58577E-03,  4.51590E-03,  4.43439E-03,  4.34378E-03,  4.24632E-03,  4.14404E-03,  4.03867E-03,  3.93172E-03,  3.82442E-03,  3.71781E-03,  3.61272E-03,  3.50978E-03,  3.40948E-03,  3.31218E-03,  3.21813E-03,  3.12746E-03,  3.04026E-03,  2.95654E-03,  2.87625E-03,  2.79933E-03,  2.72568E-03,  2.65517E-03,  2.58766E-03,  2.52303E-03,  2.46112E-03,  2.40180E-03,  2.34491E-03,  2.29031E-03,  2.23788E-03,
 -8.22889E-03, -8.39325E-03, -8.55644E-03, -8.71784E-03, -8.87673E-03, -9.03235E-03, -9.18383E-03, -9.33025E-03, -9.47060E-03, -9.60382E-03, -9.72872E-03, -9.84409E-03, -9.94859E-03, -1.00408E-02, -1.01194E-02, -1.01828E-02, -1.02294E-02, -1.02576E-02, -1.02659E-02, -1.02527E-02, -1.02164E-02, -1.01555E-02, -1.00686E-02, -9.95432E-03, -9.81150E-03, -9.63914E-03, -9.43643E-03, -9.20279E-03, -8.93788E-03, -8.64164E-03, -8.31429E-03, -7.95636E-03, -7.56865E-03, -7.15227E-03, -6.70863E-03, -6.23940E-03, -5.74654E-03, -5.23223E-03, -4.69890E-03, -4.14921E-03, -3.58600E-03, -3.01232E-03, -2.43142E-03, -1.84670E-03, -1.26176E-03, -6.80334E-04, -1.06323E-04,  4.56258E-04,  1.00331E-03,  1.53070E-03,  2.03433E-03,  2.51023E-03,  2.95466E-03,  3.36421E-03,  3.73596E-03,  4.06754E-03,  4.35729E-03,  4.60428E-03,  4.80842E-03,  4.97039E-03,  5.09164E-03,  5.17434E-03,  5.22122E-03,  5.23544E-03,  5.22052E-03,  5.18010E-03,  5.11789E-03,  5.03748E-03,  4.94234E-03,  4.83564E-03,  4.72028E-03,  4.59884E-03,  4.47355E-03,  4.34633E-03,  4.21876E-03,  4.09217E-03,  3.96758E-03,  3.84581E-03,  3.72747E-03,  3.61300E-03,  3.50267E-03,  3.39666E-03,  3.29504E-03,  3.19781E-03,  3.10489E-03,  3.01618E-03,  2.93153E-03,  2.85079E-03,  2.77375E-03,  2.70024E-03,  2.63006E-03,  2.56302E-03,  2.49894E-03,  2.43763E-03,  2.37893E-03,  2.32266E-03,
 -8.49651E-03, -8.67430E-03, -8.85138E-03, -9.02711E-03, -9.20073E-03, -9.37145E-03, -9.53836E-03, -9.70048E-03, -9.85675E-03, -1.00060E-02, -1.01469E-02, -1.02783E-02, -1.03986E-02, -1.05063E-02, -1.05998E-02, -1.06774E-02, -1.07374E-02, -1.07780E-02, -1.07973E-02, -1.07936E-02, -1.07651E-02, -1.07099E-02, -1.06264E-02, -1.05131E-02, -1.03685E-02, -1.01914E-02, -9.98079E-03, -9.73595E-03, -9.45639E-03, -9.14197E-03, -8.79286E-03, -8.40958E-03, -7.99298E-03, -7.54425E-03, -7.06492E-03, -6.55682E-03, -6.02209E-03, -5.46315E-03, -4.88266E-03, -4.28353E-03, -3.66891E-03, -3.04214E-03, -2.40678E-03, -1.76661E-03, -1.12558E-03, -4.87890E-04,  1.42099E-04,  7.59831E-04,  1.36061E-03,  1.93965E-03,  2.49214E-03,  3.01339E-03,  3.49892E-03,  3.94460E-03,  4.34688E-03,  4.70286E-03,  5.01049E-03,  5.26868E-03,  5.47732E-03,  5.63733E-03,  5.75057E-03,  5.81978E-03,  5.84842E-03,  5.84045E-03,  5.80023E-03,  5.73222E-03,  5.64093E-03,  5.53068E-03,  5.40554E-03,  5.26923E-03,  5.12507E-03,  4.97596E-03,  4.82436E-03,  4.67235E-03,  4.52161E-03,  4.37347E-03,  4.22898E-03,  4.08889E-03,  3.95374E-03,  3.82389E-03,  3.69953E-03,  3.58072E-03,  3.46743E-03,  3.35957E-03,  3.25696E-03,  3.15942E-03,  3.06670E-03,  2.97856E-03,  2.89476E-03,  2.81503E-03,  2.73913E-03,  2.66681E-03,  2.59783E-03,  2.53199E-03,  2.46906E-03,  2.40886E-03,
 -8.77268E-03, -8.96487E-03, -9.15690E-03, -9.34808E-03, -9.53767E-03, -9.72480E-03, -9.90855E-03, -1.00879E-02, -1.02616E-02, -1.04286E-02, -1.05874E-02, -1.07365E-02, -1.08745E-02, -1.09996E-02, -1.11101E-02, -1.12041E-02, -1.12795E-02, -1.13345E-02, -1.13670E-02, -1.13747E-02, -1.13558E-02, -1.13080E-02, -1.12295E-02, -1.11184E-02, -1.09729E-02, -1.07917E-02, -1.05734E-02, -1.03172E-02, -1.00223E-02, -9.68865E-03, -9.31620E-03, -8.90549E-03, -8.45744E-03, -7.97332E-03, -7.45480E-03, -6.90389E-03, -6.32295E-03, -5.71464E-03, -5.08190E-03, -4.42793E-03, -3.75615E-03, -3.07026E-03, -2.37413E-03, -1.67192E-03, -9.68003E-04, -2.67013E-04,  4.26152E-04,  1.10634E-03,  1.76818E-03,  2.40611E-03,  3.01449E-03,  3.58770E-03,  4.12034E-03,  4.60738E-03,  5.04442E-03,  5.42788E-03,  5.75519E-03,  6.02499E-03,  6.23719E-03,  6.39296E-03,  6.49474E-03,  6.54602E-03,  6.55117E-03,  6.51522E-03,  6.44356E-03,  6.34174E-03,  6.21522E-03,  6.06920E-03,  5.90849E-03,  5.73741E-03,  5.55975E-03,  5.37876E-03,  5.19714E-03,  5.01709E-03,  4.84035E-03,  4.66827E-03,  4.50181E-03,  4.34166E-03,  4.18825E-03,  4.04181E-03,  3.90239E-03,  3.76994E-03,  3.64430E-03,  3.52524E-03,  3.41247E-03,  3.30570E-03,  3.20458E-03,  3.10880E-03,  3.01800E-03,  2.93187E-03,  2.85008E-03,  2.77234E-03,  2.69837E-03,  2.62789E-03,  2.56065E-03,  2.49643E-03,
 -9.05740E-03, -9.26501E-03, -9.47309E-03, -9.68094E-03, -9.88779E-03, -1.00927E-02, -1.02948E-02, -1.04930E-02, -1.06860E-02, -1.08725E-02, -1.10510E-02, -1.12201E-02, -1.13779E-02, -1.15227E-02, -1.16524E-02, -1.17651E-02, -1.18584E-02, -1.19302E-02, -1.19781E-02, -1.19996E-02, -1.19924E-02, -1.19541E-02, -1.18823E-02, -1.17749E-02, -1.16299E-02, -1.14453E-02, -1.12198E-02, -1.09521E-02, -1.06414E-02, -1.02873E-02, -9.88982E-03, -9.44944E-03, -8.96711E-03, -8.44422E-03, -7.88260E-03, -7.28448E-03, -6.65246E-03, -5.98949E-03, -5.29879E-03, -4.58388E-03, -3.84852E-03, -3.09672E-03, -2.33273E-03, -1.56107E-03, -7.86524E-04, -1.42162E-05,  7.50407E-04,  1.50154E-03,  2.23303E-03,  2.93843E-03,  3.61107E-03,  4.24423E-03,  4.83131E-03,  5.36612E-03,  5.84315E-03,  6.25787E-03,  6.60703E-03,  6.88888E-03,  7.10332E-03,  7.25190E-03,  7.33776E-03,  7.36540E-03,  7.34042E-03,  7.26920E-03,  7.15850E-03,  7.01521E-03,  6.84599E-03,  6.65709E-03,  6.45421E-03,  6.24234E-03,  6.02579E-03,  5.80816E-03,  5.59235E-03,  5.38068E-03,  5.17490E-03,  4.97628E-03,  4.78569E-03,  4.60368E-03,  4.43052E-03,  4.26626E-03,  4.11079E-03,  3.96389E-03,  3.82522E-03,  3.69442E-03,  3.57107E-03,  3.45471E-03,  3.34492E-03,  3.24125E-03,  3.14327E-03,  3.05058E-03,  2.96278E-03,  2.87951E-03,  2.80043E-03,  2.72522E-03,  2.65360E-03,  2.58529E-03,
 -9.35059E-03, -9.57470E-03, -9.80000E-03, -1.00258E-02, -1.02513E-02, -1.04756E-02, -1.06976E-02, -1.09164E-02, -1.11304E-02, -1.13385E-02, -1.15390E-02, -1.17302E-02, -1.19102E-02, -1.20772E-02, -1.22288E-02, -1.23628E-02, -1.24768E-02, -1.25682E-02, -1.26342E-02, -1.26722E-02, -1.26793E-02, -1.26529E-02, -1.25901E-02, -1.24883E-02, -1.23452E-02, -1.21584E-02, -1.19263E-02, -1.16472E-02, -1.13201E-02, -1.09444E-02, -1.05201E-02, -1.00476E-02, -9.52783E-03, -8.96240E-03, -8.35331E-03, -7.70303E-03, -7.01446E-03, -6.29085E-03, -5.53579E-03, -4.75312E-03, -3.94697E-03, -3.12168E-03, -2.28185E-03, -1.43237E-03, -5.78457E-04,  2.74315E-04,  1.11992E-03,  1.95185E-03,  2.76309E-03,  3.54616E-03,  4.29317E-03,  4.99600E-03,  5.64655E-03,  6.23709E-03,  6.76063E-03,  7.21136E-03,  7.58506E-03,  7.87944E-03,  8.09435E-03,  8.23183E-03,  8.29596E-03,  8.29261E-03,  8.22903E-03,  8.11334E-03,  7.95411E-03,  7.75991E-03,  7.53890E-03,  7.29862E-03,  7.04575E-03,  6.78609E-03,  6.52446E-03,  6.26480E-03,  6.01020E-03,  5.76299E-03,  5.52487E-03,  5.29698E-03,  5.08001E-03,  4.87430E-03,  4.67989E-03,  4.49661E-03,  4.32413E-03,  4.16200E-03,  4.00970E-03,  3.86668E-03,  3.73235E-03,  3.60612E-03,  3.48741E-03,  3.37567E-03,  3.27035E-03,  3.17097E-03,  3.07705E-03,  2.98816E-03,  2.90390E-03,  2.82390E-03,  2.74783E-03,  2.67538E-03,
 -9.65213E-03, -9.89387E-03, -1.01376E-02, -1.03827E-02, -1.06283E-02, -1.08736E-02, -1.11173E-02, -1.13585E-02, -1.15957E-02, -1.18275E-02, -1.20522E-02, -1.22681E-02, -1.24730E-02, -1.26649E-02, -1.28413E-02, -1.29998E-02, -1.31375E-02, -1.32516E-02, -1.33390E-02, -1.33966E-02, -1.34212E-02, -1.34095E-02, -1.33583E-02, -1.32646E-02, -1.31253E-02, -1.29379E-02, -1.27000E-02, -1.24098E-02, -1.20659E-02, -1.16675E-02, -1.12144E-02, -1.07070E-02, -1.01464E-02, -9.53416E-03, -8.87266E-03, -8.16464E-03, -7.41334E-03, -6.62239E-03, -5.79576E-03, -4.93769E-03, -4.05266E-03, -3.14538E-03, -2.22078E-03, -1.28410E-03, -3.40929E-04,  6.02709E-04,  1.54023E-03,  2.46441E-03,  3.36730E-03,  4.24022E-03,  5.07383E-03,  5.85828E-03,  6.58355E-03,  7.23985E-03,  7.81819E-03,  8.31099E-03,  8.71265E-03,  9.02011E-03,  9.23310E-03,  9.35431E-03,  9.38912E-03,  9.34524E-03,  9.23213E-03,  9.06030E-03,  8.84063E-03,  8.58384E-03,  8.29998E-03,  7.99808E-03,  7.68603E-03,  7.37044E-03,  7.05667E-03,  6.74896E-03,  6.45047E-03,  6.16348E-03,  5.88954E-03,  5.62954E-03,  5.38389E-03,  5.15264E-03,  4.93552E-03,  4.73207E-03,  4.54167E-03,  4.36362E-03,  4.19716E-03,  4.04151E-03,  3.89589E-03,  3.75953E-03,  3.63172E-03,  3.51176E-03,  3.39900E-03,  3.29284E-03,  3.19273E-03,  3.09816E-03,  3.00867E-03,  2.92383E-03,  2.84326E-03,  2.76662E-03,
 -9.96185E-03, -1.02224E-02, -1.04859E-02, -1.07517E-02, -1.10190E-02, -1.12868E-02, -1.15542E-02, -1.18198E-02, -1.20824E-02, -1.23403E-02, -1.25918E-02, -1.28350E-02, -1.30678E-02, -1.32878E-02, -1.34923E-02, -1.36786E-02, -1.38436E-02, -1.39841E-02, -1.40966E-02, -1.41776E-02, -1.42232E-02, -1.42298E-02, -1.41935E-02, -1.41106E-02, -1.39777E-02, -1.37915E-02, -1.35492E-02, -1.32484E-02, -1.28874E-02, -1.24652E-02, -1.19812E-02, -1.14359E-02, -1.08305E-02, -1.01668E-02, -9.44729E-03, -8.67520E-03, -7.85417E-03, -6.98828E-03, -6.08197E-03, -5.13990E-03, -4.16695E-03, -3.16818E-03, -2.14884E-03, -1.11445E-03, -7.09134E-05,  9.75379E-04,  2.01735E-03,  3.04707E-03,  4.05562E-03,  5.03300E-03,  5.96812E-03,  6.84901E-03,  7.66314E-03,  8.39801E-03,  9.04188E-03,  9.58464E-03,  1.00188E-02,  1.03400E-02,  1.05478E-02,  1.06459E-02,  1.06413E-02,  1.05444E-02,  1.03676E-02,  1.01247E-02,  9.82955E-03,  9.49570E-03,  9.13547E-03,  8.75973E-03,  8.37766E-03,  7.99675E-03,  7.62285E-03,  7.26038E-03,  6.91246E-03,  6.58119E-03,  6.26777E-03,  5.97275E-03,  5.69614E-03,  5.43756E-03,  5.19635E-03,  4.97167E-03,  4.76256E-03,  4.56799E-03,  4.38692E-03,  4.21832E-03,  4.06117E-03,  3.91454E-03,  3.77751E-03,  3.64924E-03,  3.52898E-03,  3.41600E-03,  3.30966E-03,  3.20938E-03,  3.11462E-03,  3.02491E-03,  2.93981E-03,  2.85895E-03,
 -1.02795E-02, -1.05600E-02, -1.08446E-02, -1.11326E-02, -1.14232E-02, -1.17155E-02, -1.20084E-02, -1.23007E-02, -1.25909E-02, -1.28775E-02, -1.31587E-02, -1.34323E-02, -1.36961E-02, -1.39476E-02, -1.41838E-02, -1.44019E-02, -1.45983E-02, -1.47694E-02, -1.49113E-02, -1.50199E-02, -1.50910E-02, -1.51200E-02, -1.51025E-02, -1.50341E-02, -1.49107E-02, -1.47282E-02, -1.44832E-02, -1.41728E-02, -1.37947E-02, -1.33474E-02, -1.28304E-02, -1.22440E-02, -1.15894E-02, -1.08687E-02, -1.00849E-02, -9.24147E-03, -8.34274E-03, -7.39331E-03, -6.39814E-03, -5.36240E-03, -4.29141E-03, -3.19056E-03, -2.06538E-03, -9.21592E-04,  2.34732E-04,  1.39696E-03,  2.55767E-03,  3.70833E-03,  4.83906E-03,  5.93843E-03,  6.99335E-03,  7.98920E-03,  8.91023E-03,  9.74027E-03,  1.04638E-02,  1.10670E-02,  1.15396E-02,  1.18755E-02,  1.20738E-02,  1.21395E-02,  1.20821E-02,  1.19156E-02,  1.16566E-02,  1.13233E-02,  1.09337E-02,  1.05047E-02,  1.00517E-02,  9.58745E-03,  9.12268E-03,  8.66569E-03,  8.22270E-03,  7.79811E-03,  7.39484E-03,  7.01454E-03,  6.65794E-03,  6.32502E-03,  6.01522E-03,  5.72764E-03,  5.46109E-03,  5.21428E-03,  4.98580E-03,  4.77425E-03,  4.57826E-03,  4.39649E-03,  4.22769E-03,  4.07069E-03,  3.92440E-03,  3.78782E-03,  3.66004E-03,  3.54024E-03,  3.42767E-03,  3.32168E-03,  3.22165E-03,  3.12706E-03,  3.03743E-03,  2.95233E-03,
